source_sheet,source_row,model_key,equipment_group_rpo,orderable_rpo,ref_rpo,description,row_kind,matched_primary_row_key,match_status,source_detail_raw
Equipment Groups 1,78,corvette,PCU,PCU,,"LPO, Stingray Protection Package, includes (VWE) front radiator grille screens LPO, (STI) Black composite rocker extensions LPO, and (VQK) Black custom splash guards LPO, Genuine Corvette Accessories
1. Not available with (5V7) Black Ground Effects, LPO.
2. Not available with 5V7, 5VM, 5W8.",derived_cross_check,,unmatched_primary_review,"LPO, Stingray Protection Package, includes (VWE) front radiator grille screens LPO, (STI) Black composite rocker extensions LPO, and (VQK) Black custom splash guards LPO, Genuine Corvette Accessories
1. Not available with (5V7) Black Ground Effects, LPO.
2. Not available with 5V7, 5VM, 5W8."
Equipment Groups 1,79,corvette,PDV,PDV,,"LPO, Stingray R Appearance Package, includes (SB7) Corvette Racing Themed Graphics Package with Jake and Stingray R logos and (VWD) Stingray R logo wheel center caps, Genuine Corvette Accessory
1. Not available with RPO stripes (DPB, DPC, DPG, DPL, DPT, DSY, DSZ, DT0, DTB, DTH, DUB, DUE, DUK, DUW, DZU, DZV, DZX).",derived_cross_check,,unmatched_primary_review,"LPO, Stingray R Appearance Package, includes (SB7) Corvette Racing Themed Graphics Package with Jake and Stingray R logos and (VWD) Stingray R logo wheel center caps, Genuine Corvette Accessory
1. Not available with RPO stripes (DPB, DPC, DPG, DPL, DPT, DSY, DSZ, DT0, DTB, DTH, DUB, DUE, DUK, DUW, DZU, DZV, DZX)."
Equipment Groups 1,80,corvette,PCX,PCX,,"LPO, Tech Bronze Accent Package, includes (5DG) 19"" front/20"" rear 20-spoke Tech Bronze aluminum wheels LPO, (SFZ) Dark Stealth crossed flags emblem LPO, (SHT) Jake hood graphic with Tech Bronze accent LPO and (SNG) Carbon Flash Metallic with Tech Bronze accent fender hash stripes LPO, Genuine Corvette Accessories
1. Not available with R8C, SPZ, SFE, SPY, S47, EYK, PDV, SB7 or RPO stripes (DPB, DPC, DPG, DPL, DPT, DSY, DSZ, DT0, DTB, DTH, DUB, DUE, DUK, DUW, DZU, DZV, DZX).",derived_cross_check,,unmatched_primary_review,"LPO, Tech Bronze Accent Package, includes (5DG) 19"" front/20"" rear 20-spoke Tech Bronze aluminum wheels LPO, (SFZ) Dark Stealth crossed flags emblem LPO, (SHT) Jake hood graphic with Tech Bronze accent LPO and (SNG) Carbon Flash Metallic with Tech Bronze accent fender hash stripes LPO, Genuine Corvette Accessories
1. Not available with R8C, SPZ, SFE, SPY, S47, EYK, PDV, SB7 or RPO stripes (DPB, DPC, DPG, DPL, DPT, DSY, DSZ, DT0, DTB, DTH, DUB, DUE, DUK, DUW, DZU, DZV, DZX)."
Equipment Groups 1,81,corvette,RWH,RWH,,"LPO, Premium indoor car cover, Black with crossed flags logo, Genuine Corvette Accessory",derived_cross_check,,unmatched_primary_review,"LPO, Premium indoor car cover, Black with crossed flags logo, Genuine Corvette Accessory"
Equipment Groups 1,82,corvette,WKQ,WKQ,,"LPO, Premium indoor car cover, Black with crossed flags logo and access panels, Genuine Corvette Accessory
1. Not available with 5ZU, 5ZW, 5ZZ.",derived_cross_check,,unmatched_primary_review,"LPO, Premium indoor car cover, Black with crossed flags logo and access panels, Genuine Corvette Accessory
1. Not available with 5ZU, 5ZW, 5ZZ."
Equipment Groups 1,83,corvette,SL1,SL1,,"LPO, Premium indoor car cover, Red with Stingray logo, Genuine Corvette Accessory",derived_cross_check,,unmatched_primary_review,"LPO, Premium indoor car cover, Red with Stingray logo, Genuine Corvette Accessory"
Equipment Groups 1,84,corvette,WKR,WKR,,"LPO, Premium indoor car cover, GT3.R, fully rendered, Genuine Corvette Accessory
1. When ordered with one of the following spoilers: 5ZU, 5ZZ, 5ZW, High Wing version is provided.",derived_cross_check,,unmatched_primary_review,"LPO, Premium indoor car cover, GT3.R, fully rendered, Genuine Corvette Accessory
1. When ordered with one of the following spoilers: 5ZU, 5ZZ, 5ZW, High Wing version is provided."
Equipment Groups 1,85,corvette,RWJ,RWJ,,"LPO, Premium outdoor car cover, Gray with crossed flags logo and Corvette silhouette, Genuine Corvette Accessory
1. Not available with (Z51) Z51 Performance Package.",derived_cross_check,,unmatched_primary_review,"LPO, Premium outdoor car cover, Gray with crossed flags logo and Corvette silhouette, Genuine Corvette Accessory
1. Not available with (Z51) Z51 Performance Package."
Equipment Groups 1,86,corvette,RNX,RNX,,"LPO, Premium outdoor car cover, Gray with Stingray logo and access panels, Genuine Corvette Accessory; features the Corvette silhouette within the Stingray logo
1. Not available with 5ZU, 5ZW, 5ZZ, Z51.",derived_cross_check,,unmatched_primary_review,"LPO, Premium outdoor car cover, Gray with Stingray logo and access panels, Genuine Corvette Accessory; features the Corvette silhouette within the Stingray logo
1. Not available with 5ZU, 5ZW, 5ZZ, Z51."
Equipment Groups 1,87,corvette,RYQ,RYQ,,"LPO, Visible Carbon Fiber door intake trim, Genuine Corvette Accessory
1. Not available at this time. Not available with (EFY) body-color exterior accents.",derived_cross_check,,unmatched_primary_review,"LPO, Visible Carbon Fiber door intake trim, Genuine Corvette Accessory
1. Not available at this time. Not available with (EFY) body-color exterior accents."
Equipment Groups 1,88,corvette,SFZ,SFZ,,"LPO, Dark Stealth crossed flags emblem, front on Stingray models, Genuine Corvette Accessory
1. Not available with (EYK) Chrome Exterior Badge Package or any Full Length Dual Racing Stripes (DPB, DPC, DPG, DPL, DPT, DSY, DSZ, DT0, DTB, DTH, DUB, DUE, DUK, DUW). Included with (PCX) Tech Bronze Accent Package, LPO.",derived_cross_check,,unmatched_primary_review,"LPO, Dark Stealth crossed flags emblem, front on Stingray models, Genuine Corvette Accessory
1. Not available with (EYK) Chrome Exterior Badge Package or any Full Length Dual Racing Stripes (DPB, DPC, DPG, DPL, DPT, DSY, DSZ, DT0, DTB, DTH, DUB, DUE, DUK, DUW). Included with (PCX) Tech Bronze Accent Package, LPO."
Equipment Groups 1,89,corvette,R88,R88,,"LPO, Illuminated crossed flags emblem, front, Genuine Corvette Accessory
1. Not available with (SFZ) Dark Stealth crossed flags emblems, LPO, (EYK) Chrome Exterior Badge Package or any Full Length Dual Racing Stripes (DPB, DPC, DPG, DPL, DPT, DSY, DSZ, DT0, DTB, DTH, DUB, DUE, DUK, DUW).",derived_cross_check,,unmatched_primary_review,"LPO, Illuminated crossed flags emblem, front, Genuine Corvette Accessory
1. Not available with (SFZ) Dark Stealth crossed flags emblems, LPO, (EYK) Chrome Exterior Badge Package or any Full Length Dual Racing Stripes (DPB, DPC, DPG, DPL, DPT, DSY, DSZ, DT0, DTB, DTH, DUB, DUE, DUK, DUW)."
Equipment Groups 1,90,corvette,VTB,VTB,,"LPO, Rear fascia/roof storage protector in Black with embroidered crossed flags logo, Genuine Corvette Accessory",derived_cross_check,,unmatched_primary_review,"LPO, Rear fascia/roof storage protector in Black with embroidered crossed flags logo, Genuine Corvette Accessory"
Equipment Groups 1,91,corvette,RZ9,RZ9,,"LPO, Visible Carbon Fiber grille insert, Genuine Corvette Accessory
1. Not available with (EFY) body-color exterior accents.",derived_cross_check,,unmatched_primary_review,"LPO, Visible Carbon Fiber grille insert, Genuine Corvette Accessory
1. Not available with (EFY) body-color exterior accents."
Equipment Groups 1,92,corvette,VWE,VWE,,"LPO, Front radiator grille screens, Genuine Corvette Accessory
1. Included with (PCU) Stingray Protection Package, LPO.",derived_cross_check,,unmatched_primary_review,"LPO, Front radiator grille screens, Genuine Corvette Accessory
1. Included with (PCU) Stingray Protection Package, LPO."
Equipment Groups 1,93,corvette,5V7,5V7,,"LPO, Black Ground Effects. Genuine Corvette Accessory
1. Requires 5ZU, 5ZW or 5ZZ. Not available with STI, TVS, Z51.
2. Requires 5ZU, 5ZW or 5ZZ. Not available with 5VM, 5W8, STI, TVS, Z51.",derived_cross_check,,unmatched_primary_review,"LPO, Black Ground Effects. Genuine Corvette Accessory
1. Requires 5ZU, 5ZW or 5ZZ. Not available with STI, TVS, Z51.
2. Requires 5ZU, 5ZW or 5ZZ. Not available with 5VM, 5W8, STI, TVS, Z51."
Equipment Groups 1,94,corvette,5W8,5W8,,"LPO, Carbon Fiber Ground Effects, Carbon Flash Metallic-painted, Genuine Corvette Accessory
1. Unavailable until further notice. Requires 5ZU, 5ZW, 5ZZ or Z51. Not available with 5V7, 5VM, STI, TVS, ZF1.",derived_cross_check,,unmatched_primary_review,"LPO, Carbon Fiber Ground Effects, Carbon Flash Metallic-painted, Genuine Corvette Accessory
1. Unavailable until further notice. Requires 5ZU, 5ZW, 5ZZ or Z51. Not available with 5V7, 5VM, STI, TVS, ZF1."
Equipment Groups 1,95,corvette,5VM,5VM,,"LPO, Visible Carbon Fiber Ground Effects, Genuine Corvette Accessory
1. Unavailable until further notice. Requires 5ZU, 5ZW, 5ZZ or Z51. Not available with 5V7, 5W8, STI, TVS, ZF1.",derived_cross_check,,unmatched_primary_review,"LPO, Visible Carbon Fiber Ground Effects, Genuine Corvette Accessory
1. Unavailable until further notice. Requires 5ZU, 5ZW, 5ZZ or Z51. Not available with 5V7, 5W8, STI, TVS, ZF1."
Equipment Groups 1,96,corvette,STI,STI,,"LPO, Composite rocker extensions, Black, Genuine Corvette Accessory
1. Not available with (5V7) Black Ground Effects, LPO. Included with (PCU) Stingray Protection Package, LPO.
2. Not available with 5V7, 5VM, 5W8. Included with (PCU) Stingray Protection Package, LPO.",derived_cross_check,,unmatched_primary_review,"LPO, Composite rocker extensions, Black, Genuine Corvette Accessory
1. Not available with (5V7) Black Ground Effects, LPO. Included with (PCU) Stingray Protection Package, LPO.
2. Not available with 5V7, 5VM, 5W8. Included with (PCU) Stingray Protection Package, LPO."
Equipment Groups 1,97,corvette,5JR,5JR,,"LPO, Outside mirror covers in visible Carbon Fiber, includes (DRG) Carbon Flash Metallic-painted outside mirrors, Genuine Corvette Accessory",derived_cross_check,,unmatched_primary_review,"LPO, Outside mirror covers in visible Carbon Fiber, includes (DRG) Carbon Flash Metallic-painted outside mirrors, Genuine Corvette Accessory"
Equipment Groups 1,98,corvette,SDA,SDA,,"LPO, Black recovery hook, Genuine Corvette Accessory",derived_cross_check,,unmatched_primary_review,"LPO, Black recovery hook, Genuine Corvette Accessory"
Equipment Groups 1,99,corvette,SBT,SBT,,"LPO, Dual roof, adds transparent removable roof panel and includes (SC7) roof panel storage pouch, Genuine Corvette Accessories
1. Not available with (CC3) transparent, removable roof panel.",derived_cross_check,,unmatched_primary_review,"LPO, Dual roof, adds transparent removable roof panel and includes (SC7) roof panel storage pouch, Genuine Corvette Accessories
1. Not available with (CC3) transparent, removable roof panel."
Equipment Groups 1,100,corvette,RIN,RIN,,"LPO, Rear Corvette script badge in Arctic White, Genuine Corvette Accessory
1. Not available with RIK, SL8.",derived_cross_check,,unmatched_primary_review,"LPO, Rear Corvette script badge in Arctic White, Genuine Corvette Accessory
1. Not available with RIK, SL8."
Equipment Groups 1,101,corvette,SL8,SL8,,"LPO, Rear Corvette script badge in Edge Red, Genuine Corvette Accessory
1. Not available with RIK, RIN.",derived_cross_check,,unmatched_primary_review,"LPO, Rear Corvette script badge in Edge Red, Genuine Corvette Accessory
1. Not available with RIK, RIN."
Equipment Groups 1,102,corvette,RIK,RIK,,"LPO, Rear Corvette script badge in Torch Red, Genuine Corvette Accessory
1. Not available with RIN, SL8.",derived_cross_check,,unmatched_primary_review,"LPO, Rear Corvette script badge in Torch Red, Genuine Corvette Accessory
1. Not available with RIN, SL8."
Equipment Groups 1,103,corvette,VQK,VQK,,"LPO, Custom splash guards, Black, Genuine Corvette Accessory
1. Included with (PCU) Stingray Protection Package, LPO.",derived_cross_check,,unmatched_primary_review,"LPO, Custom splash guards, Black, Genuine Corvette Accessory
1. Included with (PCU) Stingray Protection Package, LPO."
Equipment Groups 1,104,corvette,5ZU,5ZU,,"LPO, High wing spoiler, body-color, Genuine Corvette Accessory
1. Requires exterior color (G8G) Arctic White, (GBA) Black or (GKZ) Torch Red. Not available with 5ZW, 5ZZ, TVS. Deletes (T0A) Z51 rear spoiler when ordered with (Z51) Z51 Performance Package.",derived_cross_check,,unmatched_primary_review,"LPO, High wing spoiler, body-color, Genuine Corvette Accessory
1. Requires exterior color (G8G) Arctic White, (GBA) Black or (GKZ) Torch Red. Not available with 5ZW, 5ZZ, TVS. Deletes (T0A) Z51 rear spoiler when ordered with (Z51) Z51 Performance Package."
Equipment Groups 1,105,corvette,5ZZ,5ZZ,,"LPO, High wing spoiler, Carbon Flash Metallic-painted, Genuine Corvette Accessory
1. Not available with 5ZW, 5ZU, TVS. Deletes (T0A) Z51 rear spoiler when ordered with (Z51) Z51 Performance Package.",derived_cross_check,,unmatched_primary_review,"LPO, High wing spoiler, Carbon Flash Metallic-painted, Genuine Corvette Accessory
1. Not available with 5ZW, 5ZU, TVS. Deletes (T0A) Z51 rear spoiler when ordered with (Z51) Z51 Performance Package."
Equipment Groups 1,106,corvette,5ZW,5ZW,,"LPO, Two-Stanchion spoiler, Visible Carbon Fiber, Genuine Corvette Accessory
1. Not available at this time. Not available with 5ZU, 5ZZ, TVS. Deletes (T0A) Z51 rear spoiler when ordered with (Z51) Z51 Performance Package.",derived_cross_check,,unmatched_primary_review,"LPO, Two-Stanchion spoiler, Visible Carbon Fiber, Genuine Corvette Accessory
1. Not available at this time. Not available with 5ZU, 5ZZ, TVS. Deletes (T0A) Z51 rear spoiler when ordered with (Z51) Z51 Performance Package."
Equipment Groups 1,107,corvette,SHW,SHW,,"LPO, Fender hash stripes, Carbon Flash Metallic with Edge Red accent, Genuine Corvette Accessory",derived_cross_check,,unmatched_primary_review,"LPO, Fender hash stripes, Carbon Flash Metallic with Edge Red accent, Genuine Corvette Accessory"
Equipment Groups 1,108,corvette,SHQ,SHQ,,"LPO, Fender hash stripes, Silver with Carbon Flash Metallic accent, Genuine Corvette Accessory",derived_cross_check,,unmatched_primary_review,"LPO, Fender hash stripes, Silver with Carbon Flash Metallic accent, Genuine Corvette Accessory"
