source_sheet,source_row,guide_family,model_key,model_key_confidence,source_field,raw_text,phrase_type,extracted_rpos,confidence,review_status,notes
Equipment Groups 1,93,corvette,stingray,high,description,"LPO, Black Ground Effects. Genuine Corvette Accessory
1. Requires 5ZU, 5ZW or 5ZZ. Not available with STI, TVS, Z51.
2. Requires 5ZU, 5ZW or 5ZZ. Not available with 5VM, 5W8, STI, TVS, Z51.",requires,5VM|5W8|5ZU|5ZW|5ZZ|LPO|STI|TVS|Z51,high,needs_review,Staging candidate only; no canonical rule generated.
Equipment Groups 1,93,corvette,stingray,high,description,"LPO, Black Ground Effects. Genuine Corvette Accessory
1. Requires 5ZU, 5ZW or 5ZZ. Not available with STI, TVS, Z51.
2. Requires 5ZU, 5ZW or 5ZZ. Not available with 5VM, 5W8, STI, TVS, Z51.",not_available_with,5VM|5W8|5ZU|5ZW|5ZZ|LPO|STI|TVS|Z51,high,needs_review,Staging candidate only; no canonical rule generated.
Equipment Groups 1,94,corvette,stingray,high,description,"LPO, Carbon Fiber Ground Effects, Carbon Flash Metallic-painted, Genuine Corvette Accessory
1. Unavailable until further notice. Requires 5ZU, 5ZW, 5ZZ or Z51. Not available with 5V7, 5VM, STI, TVS, ZF1.",requires,5V7|5VM|5ZU|5ZW|5ZZ|LPO|STI|TVS|Z51|ZF1,high,needs_review,Staging candidate only; no canonical rule generated.
Equipment Groups 1,94,corvette,stingray,high,description,"LPO, Carbon Fiber Ground Effects, Carbon Flash Metallic-painted, Genuine Corvette Accessory
1. Unavailable until further notice. Requires 5ZU, 5ZW, 5ZZ or Z51. Not available with 5V7, 5VM, STI, TVS, ZF1.",not_available_with,5V7|5VM|5ZU|5ZW|5ZZ|LPO|STI|TVS|Z51|ZF1,high,needs_review,Staging candidate only; no canonical rule generated.
Equipment Groups 1,95,corvette,stingray,high,description,"LPO, Visible Carbon Fiber Ground Effects, Genuine Corvette Accessory
1. Unavailable until further notice. Requires 5ZU, 5ZW, 5ZZ or Z51. Not available with 5V7, 5W8, STI, TVS, ZF1.",requires,5V7|5W8|5ZU|5ZW|5ZZ|LPO|STI|TVS|Z51|ZF1,high,needs_review,Staging candidate only; no canonical rule generated.
Equipment Groups 1,95,corvette,stingray,high,description,"LPO, Visible Carbon Fiber Ground Effects, Genuine Corvette Accessory
1. Unavailable until further notice. Requires 5ZU, 5ZW, 5ZZ or Z51. Not available with 5V7, 5W8, STI, TVS, ZF1.",not_available_with,5V7|5W8|5ZU|5ZW|5ZZ|LPO|STI|TVS|Z51|ZF1,high,needs_review,Staging candidate only; no canonical rule generated.
Equipment Groups 1,96,corvette,stingray,high,description,"LPO, Composite rocker extensions, Black, Genuine Corvette Accessory
1. Not available with (5V7) Black Ground Effects, LPO. Included with (PCU) Stingray Protection Package, LPO.
2. Not available with 5V7, 5VM, 5W8. Included with (PCU) Stingray Protection Package, LPO.",included_with,5V7|5VM|5W8|LPO|PCU,high,needs_review,Staging candidate only; no canonical rule generated.
Equipment Groups 1,96,corvette,stingray,high,description,"LPO, Composite rocker extensions, Black, Genuine Corvette Accessory
1. Not available with (5V7) Black Ground Effects, LPO. Included with (PCU) Stingray Protection Package, LPO.
2. Not available with 5V7, 5VM, 5W8. Included with (PCU) Stingray Protection Package, LPO.",not_available_with,5V7|5VM|5W8|LPO|PCU,high,needs_review,Staging candidate only; no canonical rule generated.
Equipment Groups 1,99,corvette,stingray,high,description,"LPO, Dual roof, adds transparent removable roof panel and includes (SC7) roof panel storage pouch, Genuine Corvette Accessories
1. Not available with (CC3) transparent, removable roof panel.",not_available_with,CC3|LPO|SC7,high,needs_review,Staging candidate only; no canonical rule generated.
Equipment Groups 1,100,corvette,stingray,high,description,"LPO, Rear Corvette script badge in Arctic White, Genuine Corvette Accessory
1. Not available with RIK, SL8.",not_available_with,LPO|RIK|SL8,high,needs_review,Staging candidate only; no canonical rule generated.
Equipment Groups 1,101,corvette,stingray,high,description,"LPO, Rear Corvette script badge in Edge Red, Genuine Corvette Accessory
1. Not available with RIK, RIN.",not_available_with,LPO|RIK|RIN,high,needs_review,Staging candidate only; no canonical rule generated.
Equipment Groups 1,102,corvette,stingray,high,description,"LPO, Rear Corvette script badge in Torch Red, Genuine Corvette Accessory
1. Not available with RIN, SL8.",not_available_with,LPO|RIN|SL8,high,needs_review,Staging candidate only; no canonical rule generated.
Equipment Groups 1,103,corvette,stingray,high,description,"LPO, Custom splash guards, Black, Genuine Corvette Accessory
1. Included with (PCU) Stingray Protection Package, LPO.",included_with,LPO|PCU,high,needs_review,Staging candidate only; no canonical rule generated.
Equipment Groups 1,104,corvette,stingray,high,description,"LPO, High wing spoiler, body-color, Genuine Corvette Accessory
1. Requires exterior color (G8G) Arctic White, (GBA) Black or (GKZ) Torch Red. Not available with 5ZW, 5ZZ, TVS. Deletes (T0A) Z51 rear spoiler when ordered with (Z51) Z51 Performance Package.",requires,5ZW|5ZZ|G8G|GBA|GKZ|LPO|T0A|TVS|Z51,high,needs_review,Staging candidate only; no canonical rule generated.
Equipment Groups 1,104,corvette,stingray,high,description,"LPO, High wing spoiler, body-color, Genuine Corvette Accessory
1. Requires exterior color (G8G) Arctic White, (GBA) Black or (GKZ) Torch Red. Not available with 5ZW, 5ZZ, TVS. Deletes (T0A) Z51 rear spoiler when ordered with (Z51) Z51 Performance Package.",not_available_with,5ZW|5ZZ|G8G|GBA|GKZ|LPO|T0A|TVS|Z51,high,needs_review,Staging candidate only; no canonical rule generated.
Equipment Groups 1,104,corvette,stingray,high,description,"LPO, High wing spoiler, body-color, Genuine Corvette Accessory
1. Requires exterior color (G8G) Arctic White, (GBA) Black or (GKZ) Torch Red. Not available with 5ZW, 5ZZ, TVS. Deletes (T0A) Z51 rear spoiler when ordered with (Z51) Z51 Performance Package.",deletes,5ZW|5ZZ|G8G|GBA|GKZ|LPO|T0A|TVS|Z51,high,needs_review,Staging candidate only; no canonical rule generated.
Equipment Groups 1,104,corvette,stingray,high,description,"LPO, High wing spoiler, body-color, Genuine Corvette Accessory
1. Requires exterior color (G8G) Arctic White, (GBA) Black or (GKZ) Torch Red. Not available with 5ZW, 5ZZ, TVS. Deletes (T0A) Z51 rear spoiler when ordered with (Z51) Z51 Performance Package.",when_ordered_with,5ZW|5ZZ|G8G|GBA|GKZ|LPO|T0A|TVS|Z51,high,needs_review,Staging candidate only; no canonical rule generated.
Equipment Groups 1,105,corvette,stingray,high,description,"LPO, High wing spoiler, Carbon Flash Metallic-painted, Genuine Corvette Accessory
1. Not available with 5ZW, 5ZU, TVS. Deletes (T0A) Z51 rear spoiler when ordered with (Z51) Z51 Performance Package.",not_available_with,5ZU|5ZW|LPO|T0A|TVS|Z51,high,needs_review,Staging candidate only; no canonical rule generated.
Equipment Groups 1,105,corvette,stingray,high,description,"LPO, High wing spoiler, Carbon Flash Metallic-painted, Genuine Corvette Accessory
1. Not available with 5ZW, 5ZU, TVS. Deletes (T0A) Z51 rear spoiler when ordered with (Z51) Z51 Performance Package.",deletes,5ZU|5ZW|LPO|T0A|TVS|Z51,high,needs_review,Staging candidate only; no canonical rule generated.
Equipment Groups 1,105,corvette,stingray,high,description,"LPO, High wing spoiler, Carbon Flash Metallic-painted, Genuine Corvette Accessory
1. Not available with 5ZW, 5ZU, TVS. Deletes (T0A) Z51 rear spoiler when ordered with (Z51) Z51 Performance Package.",when_ordered_with,5ZU|5ZW|LPO|T0A|TVS|Z51,high,needs_review,Staging candidate only; no canonical rule generated.
Equipment Groups 1,106,corvette,stingray,high,description,"LPO, Two-Stanchion spoiler, Visible Carbon Fiber, Genuine Corvette Accessory
1. Not available at this time. Not available with 5ZU, 5ZZ, TVS. Deletes (T0A) Z51 rear spoiler when ordered with (Z51) Z51 Performance Package.",not_available_with,5ZU|5ZZ|LPO|T0A|TVS|Z51,high,needs_review,Staging candidate only; no canonical rule generated.
Equipment Groups 1,106,corvette,stingray,high,description,"LPO, Two-Stanchion spoiler, Visible Carbon Fiber, Genuine Corvette Accessory
1. Not available at this time. Not available with 5ZU, 5ZZ, TVS. Deletes (T0A) Z51 rear spoiler when ordered with (Z51) Z51 Performance Package.",deletes,5ZU|5ZZ|LPO|T0A|TVS|Z51,high,needs_review,Staging candidate only; no canonical rule generated.
Equipment Groups 1,106,corvette,stingray,high,description,"LPO, Two-Stanchion spoiler, Visible Carbon Fiber, Genuine Corvette Accessory
1. Not available at this time. Not available with 5ZU, 5ZZ, TVS. Deletes (T0A) Z51 rear spoiler when ordered with (Z51) Z51 Performance Package.",when_ordered_with,5ZU|5ZZ|LPO|T0A|TVS|Z51,high,needs_review,Staging candidate only; no canonical rule generated.
Equipment Groups 1,109,corvette,stingray,high,description,"LPO, Fender hash stripes, Carbon Flash Metallic with Tech Bronze accent, Genuine Corvette Accessory
1. Included with (PCX) Tech Bronze Accent Package, LPO.",included_with,LPO|PCX,high,needs_review,Staging candidate only; no canonical rule generated.
Equipment Groups 1,110,corvette,stingray,high,description,"LPO, Jake hood graphic with Tech Bronze accent, Genuine Corvette Accessory
1. Not available with PDV, SB7 or RPO stripes (DPB, DPC, DPG, DPL, DPT, DSY, DSZ, DT0, DTB, DTH, DUB, DUE, DUK, DUW, DZU, DZV, DZX). Included with (PCX) Tech Bronze Accent Package, LPO.",included_with,DPB|DPC|DPG|DPL|DPT|DSY|DSZ|DT0|DTB|DTH|DUB|DUE|DUK|DUW|DZU|DZV|DZX|LPO|PCX|PDV|RPO|SB7,high,needs_review,Staging candidate only; no canonical rule generated.
Equipment Groups 1,110,corvette,stingray,high,description,"LPO, Jake hood graphic with Tech Bronze accent, Genuine Corvette Accessory
1. Not available with PDV, SB7 or RPO stripes (DPB, DPC, DPG, DPL, DPT, DSY, DSZ, DT0, DTB, DTH, DUB, DUE, DUK, DUW, DZU, DZV, DZX). Included with (PCX) Tech Bronze Accent Package, LPO.",not_available_with,DPB|DPC|DPG|DPL|DPT|DSY|DSZ|DT0|DTB|DTH|DUB|DUE|DUK|DUW|DZU|DZV|DZX|LPO|PCX|PDV|RPO|SB7,high,needs_review,Staging candidate only; no canonical rule generated.
Equipment Groups 1,111,corvette,stingray,high,description,"LPO, Corvette Racing Themed Graphics Package with Jake and Stingray R logos, Genuine Corvette Accessory
1. Not available with RPO stripes (DPB, DPC, DPG, DPL, DPT, DSY, DSZ, DT0, DTH, DUB, DUE, DUK, DUW, DZU, DZV, DZX). Included with (PDV) Stingray R Appearance Package, LPO.",included_with,DPB|DPC|DPG|DPL|DPT|DSY|DSZ|DT0|DTH|DUB|DUE|DUK|DUW|DZU|DZV|DZX|LPO|PDV|RPO,high,needs_review,Staging candidate only; no canonical rule generated.
Equipment Groups 1,111,corvette,stingray,high,description,"LPO, Corvette Racing Themed Graphics Package with Jake and Stingray R logos, Genuine Corvette Accessory
1. Not available with RPO stripes (DPB, DPC, DPG, DPL, DPT, DSY, DSZ, DT0, DTH, DUB, DUE, DUK, DUW, DZU, DZV, DZX). Included with (PDV) Stingray R Appearance Package, LPO.",not_available_with,DPB|DPC|DPG|DPL|DPT|DSY|DSZ|DT0|DTH|DUB|DUE|DUK|DUW|DZU|DZV|DZX|LPO|PDV|RPO,high,needs_review,Staging candidate only; no canonical rule generated.
Equipment Groups 1,116,corvette,stingray,high,description,"LPO, Stingray R logo wheel center caps. Genuine Corvette Accessory
1. Included with (PDV) Stingray R Appearance Package, LPO.",included_with,LPO|PDV,high,needs_review,Staging candidate only; no canonical rule generated.
Equipment Groups 1,117,corvette,stingray,high,description,"LPO, Black wheel locks, Genuine Corvette Accessory
1. Requires (SPY) Black lug nuts, LPO.",requires,LPO|SPY,high,needs_review,Staging candidate only; no canonical rule generated.
Equipment Groups 1,118,corvette,stingray,high,description,"LPO, Chrome wheel locks, Genuine Corvette Accessory
1. Not available with (SPY) Black lug nuts, LPO.",not_available_with,LPO|SPY,high,needs_review,Staging candidate only; no canonical rule generated.
Equipment Groups 1,119,corvette,stingray,high,description,"LPO, Black lug nuts, Genuine Corvette Accessory
1. Not available with (S47) Chrome lug nuts, LPO.",not_available_with,LPO|S47,high,needs_review,Staging candidate only; no canonical rule generated.
Equipment Groups 1,120,corvette,stingray,high,description,"LPO, Chrome lug nuts, Genuine Corvette Accessory
1. Not available with (SPY) Black lug nuts, LPO.",not_available_with,LPO|SPY,high,needs_review,Staging candidate only; no canonical rule generated.
Equipment Groups 1,121,corvette,stingray,high,description,"LPO, 19"" x 8.5"" (48.3 cm x 21.6 cm) front and 20"" x 11"" (50.8 cm x 25.4 cm) rear 15-spoke bright polished aluminum wheels. Includes Chrome lug nuts and Chrome wheel locks. Accessory LPO wheels are a second set of wheels. Please ensure customer desires 2 sets of wheels before ordering. Genuine Corvette Accessory
1. Not available with R8C, SPZ, SFE, SPY, S47.",not_available_with,LPO|R8C|S47|SFE|SPY|SPZ,high,needs_review,Staging candidate only; no canonical rule generated.
Equipment Groups 1,122,corvette,stingray,high,description,"LPO, 19"" x 8.5"" (48.3 cm x 21.6 cm) front and 20"" x 11"" (50.8 cm x 25.4 cm) rear 20-spoke Tech Bronze aluminum wheels. Includes Black lug nuts, Black wheel locks, and Tech Bronze wheel center caps. Accessory LPO wheels are a second set of wheels. Please ensure customer desires 2 sets of wheels before ordering. Genuine Corvette Accessory
1. Not available with R8C, SPZ, SFE, SPY, S47. Included with (PCX) Tech Bronze Accent Package, LPO.",included_with,LPO|PCX|R8C|S47|SFE|SPY|SPZ,high,needs_review,Staging candidate only; no canonical rule generated.
Equipment Groups 1,122,corvette,stingray,high,description,"LPO, 19"" x 8.5"" (48.3 cm x 21.6 cm) front and 20"" x 11"" (50.8 cm x 25.4 cm) rear 20-spoke Tech Bronze aluminum wheels. Includes Black lug nuts, Black wheel locks, and Tech Bronze wheel center caps. Accessory LPO wheels are a second set of wheels. Please ensure customer desires 2 sets of wheels before ordering. Genuine Corvette Accessory
1. Not available with R8C, SPZ, SFE, SPY, S47. Included with (PCX) Tech Bronze Accent Package, LPO.",not_available_with,LPO|PCX|R8C|S47|SFE|SPY|SPZ,high,needs_review,Staging candidate only; no canonical rule generated.
